1,1,,
2,0,,1840
3,0,,1
4,0,,435
5,2,,0
6,0,,103
7,0,,0
8,0,,26
9,2,,0
10,0,,1
11,0,,0
12,0,,
13,0,,
14,4,,1447
15,0,,566
16,6,,
17,0,,
18,0,,
19,6,,
20,0,,
21,2,,
22,4,,
23,2,,
24,2,,
25,0,,
26,0,,
27,0,,
28,6,,
29,0,,
30,0,,
31,0,,
32,2,,
33,2,,
34,0,,
35,0,,
36,0,,
37,0,,
38,0,,
39,0,,
40,2,,
41,2,,
42,2,,
43,0,,
44,0,,
45,2,,
46,0,,
47,0,,
48,0,,
49,0,,
50,0,,
51,0,,
52,0,,
53,2,,
54,0,,
55,0,,
56,0,,
57,0,,
58,2,,
59,0,,
60,0,,
61,2,,
62,0,,
63,0,,
64,2,,
65,0,,
66,0,,
67,0,,
68,0,,
69,0,,
70,0,,
71,0,,
72,0,,
73,0,,
74,0,,
75,0,,
76,0,,
77,2,,
78,0,,
79,0,,
80,0,,
81,0,,
82,4,,
83,0,,
84,0,,
85,0,,
86,2,,
87,2,,
88,2,,
89,0,,
90,0,,
91,0,,
92,2,,
93,0,,
94,0,,
95,2,,
96,2,,
97,0,,
98,0,,
99,0,,
100,0,,
101,0,,
102,0,,
103,0,,
104,0,,
105,0,,
106,0,,
107,0,,
108,2,,
109,0,,
110,0,,
111,0,,
112,0,,
113,0,,
114,4,,
115,0,,
116,0,,
117,2,,
118,0,,
119,0,,
120,2,,
121,0,,
122,0,,
123,0,,
124,0,,
125,0,,
126,0,,
127,0,,
128,0,,
129,0,,
130,2,,
131,0,,
132,0,,
133,0,,
134,0,,
135,0,,
136,2,,
137,2,,
138,0,,
139,0,,
140,0,,
141,0,,
142,0,,
143,0,,
144,4,,
145,2,,
146,0,,
147,0,,
148,0,,
149,2,,
150,0,,
151,0,,
152,0,,
153,0,,
154,0,,
155,0,,
156,0,,
157,0,,
158,0,,
159,0,,
160,0,,
161,2,,
162,0,,
163,0,,
164,0,,
165,0,,
166,0,,
167,0,,
168,2,,
169,0,,
170,0,,
171,0,,
172,0,,
173,0,,
174,0,,
175,0,,
176,0,,
177,0,,
178,0,,
179,2,,
180,0,,
181,2,,
182,0,,
183,0,,
184,0,,
185,0,,
186,0,,
187,2,,
188,0,,
189,0,,
190,0,,
191,4,,
192,0,,
193,0,,
194,2,,
195,0,,
196,0,,
197,2,,
198,0,,
199,0,,
200,0,,
201,0,,
202,0,,
203,0,,
204,0,,
205,0,,
206,0,,
207,0,,
208,0,,
209,4,,
210,0,,
211,0,,
212,2,,
213,0,,
214,0,,
215,2,,
216,0,,
