Number of packages received,Response time [ms]
468,31
469,31
470,31
471,31
472,32
473,31
474,31
475,31
476,31
477,31
478,31
479,31
480,31
481,31
482,31
483,36
484,43
485,43
486,44
487,43
488,44
489,43
490,44
491,43
492,43
493,43
494,43
495,44
496,43
497,43
498,43
499,43
500,43
501,43
502,43
503,43
504,43
505,43
506,43
507,43
508,43
509,43
510,44
511,43
512,43
513,43
514,43
515,43
516,44
517,44
518,43
519,43
520,43
521,43
522,43
523,44
524,43
525,43
526,34
527,32
528,32
529,32
530,31
531,31
532,31
533,31
534,31
535,31
536,31
537,31
538,31
539,32
540,31
541,31
542,32
543,32
544,31
545,31
546,31
547,32
548,31
549,31
550,31
551,32
552,31
553,31
554,31
555,31
556,32
557,31
558,32
559,31
560,31
561,31
562,31
563,31
564,32
565,31
566,31
567,31
568,32
569,31
570,31
571,31
572,31
573,31
574,31
575,31
576,31
577,32
578,31
579,31
580,31
581,31
582,32
583,31
584,31
585,32
586,31
587,31
588,31
589,31
590,32
591,31
592,31
593,31
594,31
595,31
596,31
597,32
598,31
599,31
600,31
601,31
602,31
603,31
604,31
605,31
606,32
607,32
608,31
609,32
610,31
611,32
612,31
613,31
614,31
615,31
616,36
617,37
618,37
619,37
620,37
621,38
622,37
623,37
624,37
625,37
626,37
627,37
628,38
629,37
630,37
631,37
632,37
633,37
634,37
635,37
636,38
637,37
638,37
639,38
640,37
641,37
642,37
643,37
644,37
645,38
646,37
647,37
648,37
649,38
650,37
651,37
652,37
653,37
654,37
655,37
656,38
657,37
658,37
659,37
660,37
661,37
662,37
663,37
664,37
665,37
666,38
667,37
668,38
669,38
670,37
671,38
672,37
673,37
674,37
675,37
676,38
677,37
678,37
679,37
680,37
681,38
682,37
683,37
684,37
685,37
686,37
687,37
688,37
689,37
690,38
691,37
692,37
693,37
694,37
695,37
696,37
697,40
698,43
699,43
700,44
701,43
702,43
703,43
704,44
705,43
706,44
707,43
708,43
709,43
710,44
711,43
712,43
713,43
714,44
715,43
716,44
717,44
718,43
719,43
720,43
721,44
722,43
723,42
724,43
725,43
726,43
727,43
728,43
729,43
730,43
731,44
732,43
733,43
734,44
735,43
736,43
737,43
738,43
739,42
740,43
741,43
742,44
743,43
744,43
745,43
746,43
747,43
748,43
749,43
750,43
751,43
752,43
753,43
754,43
755,43
756,44
757,43
758,43
759,44
760,43
761,43
762,44
763,43
764,44
765,44
766,44
767,44
768,43
769,43
770,44
771,44
772,43
773,43
774,44
775,43
776,44
777,43
778,43
779,43
780,44
781,43
782,43
783,38
784,37
785,38
786,37
787,38
788,37
789,37
790,37
791,37
792,37
793,37
794,37
795,37
796,37
797,37
798,37
799,38
800,37
801,37
802,37
803,37
804,37
805,37
806,38
807,38
808,38
809,37
810,38
811,38
812,38
813,37
814,37
815,38
816,38
817,38
818,38
819,37
820,37
821,38
822,38
823,37
824,38
825,37
826,37
827,37
828,37
829,37
830,37
831,37
832,37
833,37
834,37
835,37
836,38
837,37
838,37
839,37
840,37
841,37
842,37
843,37
844,38
845,37
846,37
847,38
848,37
849,38
850,37
851,37
852,38
853,37
854,37
855,38
856,37
857,37
858,37
859,37
860,37
861,37
862,37
863,38
864,37
865,37
866,37
867,38
868,38
869,37
870,37
871,37
872,37
873,38
874,37
875,37
876,37
877,37
878,38
879,37
880,37
881,38
882,37
883,37
884,37
885,37
886,37
887,37
888,37
889,38
890,38
891,37
892,37
893,37
894,37
895,37
896,37
897,37
898,37
899,37
900,37
901,37
902,37
903,38
904,37
905,37
906,38
907,37
908,37
909,37
910,38
911,37
912,37
913,37
914,37
915,38
916,37
917,37
918,38
919,37
920,37
921,37
922,37
923,37
924,37
925,37
926,38
927,38
928,37
929,37
930,38
931,37
932,31
933,31
934,31
935,32
936,31
937,31
938,31
939,31
940,31
941,31
942,31
943,31
944,31
945,31
946,31
947,31
948,31
949,31
950,31
951,31
952,30
953,31
954,32
955,31
956,31
957,31
958,31
959,32
960,32
961,31
962,32
963,32
964,32
965,32
966,32
967,31
968,31
969,30
970,31
971,31
972,31
973,31
974,31
975,31
976,31
977,31
978,30
979,30
980,31
981,31
982,31
983,31
984,31
985,32
986,31
987,31
988,31
989,32
990,31
991,31
992,31
993,31
994,31
995,31
996,31
997,31
998,30
999,31
1000,31
1001,32
1002,31
1003,31
1004,31
1005,32
1006,31
1007,31
1008,31
1009,32
1010,32
1011,31
1012,32
1013,32
1014,32
1015,31
1016,31
1017,31
1018,31
1019,32
1020,32
1021,30
1022,31
1023,31
1024,31
1025,32
1026,31
1027,31
1028,31
1029,31
1030,31
1031,32
1032,31
1033,31
1034,31
1035,31
1036,31
1037,31
1038,31
1039,31
1040,31
1041,31
1042,31
1043,31
1044,32
1045,31
1046,32
1047,31
1048,32
1049,31
1050,32
1051,32
1052,31
1053,31
1054,32
1055,32
1056,31
1057,32
1058,31
1059,31
1060,31
1061,31
1062,32
1063,31
1064,31
1065,31
1066,31
1067,31
1068,31
1069,31
1070,31
1071,31
1072,31
1073,31
1074,31
1075,32
1076,31
1077,32
1078,31
1079,31
1080,31
1081,32
1082,32
1083,31
1084,32
1085,32
1086,31
1087,31
1088,31
1089,31
1090,31
1091,31
1092,32
1093,31
1094,31
1095,31
1096,31
1097,32
1098,31
1099,31
1100,31
1101,31
1102,32
1103,32
1104,31
1105,32
1106,31
1107,31
1108,31
1109,31
1110,32
1111,31
1112,32
1113,31
1114,31
1115,31
1116,30
1117,32
1118,32
1119,32
1120,31
1121,31
1122,31
1123,32
1124,31
1125,31
1126,31
1127,31
1128,31
1129,31
1130,31
1131,31
1132,32
1133,38
1134,37
1135,37
1136,38
1137,37
1138,38
1139,38
1140,37
1141,38
1142,38
1143,37
1144,37
1145,38
1146,37
1147,37
1148,37
1149,37
1150,37
1151,37
1152,37
1153,37
1154,38
1155,37
1156,37
1157,37
1158,37
1159,37
1160,37
1161,38
1162,37
1163,37
1164,37
1165,37
1166,37
1167,38
1168,38
1169,37
1170,37
1171,37
1172,37
1173,37
1174,43
1175,43
1176,44
1177,43
1178,44
1179,43
1180,43
1181,44
1182,44
1183,43
1184,44
1185,43
1186,43
1187,43
1188,44
1189,43
1190,43
1191,44
1192,43
1193,43
1194,43
1195,43
1196,43
1197,43
1198,42
1199,43
1200,43
1201,42
1202,43
1203,43
1204,43
1205,43
1206,44
1207,43
1208,43
1209,43
1210,43
1211,43
1212,43
1213,43
1214,43
1215,43
1216,43
1217,43
1218,43
1219,43
1220,43
1221,42
1222,43
1223,43
1224,43
1225,43
1226,43
1227,43
1228,43
1229,44
1230,43
1231,43
1232,43
1233,43
1234,43
1235,43
1236,44
1237,43
1238,43
1239,43
1240,43
1241,44
1242,43
1243,43
1244,43
1245,43
1246,43
1247,43
1248,43
1249,44
1250,43
1251,43
1252,31
1253,31
1254,31
1255,30
1256,30
1257,31
1258,31
1259,31
1260,31
1261,31
1262,31
1263,31
1264,31
1265,31
1266,31
1267,31
1268,31
1269,32
1270,31
1271,31
1272,31
1273,31
1274,31
1275,31
1276,32
1277,31
1278,32
1279,31
1280,31
1281,31
1282,31
1283,31
1284,31
1285,31
1286,31
1287,32
1288,31
1289,32
1290,31
1291,32
1292,37
1293,37
1294,37
1295,37
1296,37
1297,37
1298,37
1299,37
1300,37
1301,38
1302,37
1303,37
1304,37
1305,38
1306,38
1307,37
1308,37
1309,37
1310,37
1311,37
1312,38
1313,38
1314,37
1315,37
1316,37
1317,37
1318,38
1319,37
1320,37
1321,37
1322,37
1323,37
1324,37
1325,37
1326,37
1327,38
1328,37
1329,37
1330,37
1331,37
1332,37
1333,37
1334,37
1335,37
1336,37
1337,37
1338,37
1339,37
1340,37
1341,37
1342,37
1343,38
1344,38
1345,37
1346,37
1347,38
1348,37
1349,38
1350,37
1351,37
1352,37
1353,36
1354,36
1355,37
1356,36
1357,36
1358,36
1359,36
1360,37
1361,37
1362,37
1363,37
1364,37
1365,36
1366,37
1367,38
1368,37
1369,37
1370,38
1371,37
1372,37
1373,37
1374,37
1375,37
1376,37
1377,37
1378,38
1379,37
1380,37
1381,37
1382,37
1383,37
1384,37
1385,37
1386,38
1387,37
1388,37
1389,37
1390,38
1391,37
1392,38
1393,37
1394,38
1395,37
1396,37
1397,37
1398,38
1399,37
1400,37
1401,37
1402,37
1403,38
1404,38
1405,38
1406,38
1407,37
1408,37
1409,37
1410,38
1411,38
1412,37
1413,37
1414,37
1415,37
1416,37
1417,37
1418,37
1419,37
1420,37
1421,38
1422,37
1423,37
1424,38
1425,37
1426,37
1427,37
1428,37
1429,37
1430,38
1431,38
1432,37
1433,37
1434,37
1435,37
1436,37
1437,38
1438,37
1439,37
1440,37
1441,38
1442,38
1443,38
1444,38
1445,37
1446,38
1447,38
1448,38
1449,37
1450,37
1451,37
1452,37
1453,37
1454,37
1455,37
1456,37
1457,38
1458,37
1459,37
1460,37
1461,38
1462,37
1463,37
1464,31
1465,31
1466,32
1467,32
1468,31
1469,32
1470,31
1471,32
1472,31
1473,31
1474,31
1475,30
1476,31
1477,31
1478,31
1479,31
1480,31
1481,31
1482,32
1483,31
1484,31
1485,32
1486,32
1487,31
1488,31
1489,32
1490,32
1491,31
1492,32
1493,31
1494,31
1495,31
1496,32
1497,32
1498,31
1499,31
1500,31
1501,31
1502,31
1503,32
1504,31
1505,32
1506,32
1507,32
1508,31
1509,32
1510,31
1511,31
1512,31
1513,32
1514,32
1515,31
1516,31
1517,31
1518,31
1519,32
1520,31
1521,31
1522,31
1523,32
1524,31
1525,32
1526,31
1527,31
1528,31
1529,31
1530,32
1531,31
1532,31
1533,31
1534,31
1535,31
1536,31
1537,31
1538,31
1539,31
1540,31
1541,31
1542,31
1543,31
1544,31
1545,31
1546,31
1547,32
1548,31
1549,32
1550,31
1551,31
1552,32
1553,31
1554,31
1555,31
1556,31
1557,31
1558,31
1559,32
1560,32
1561,31
1562,32
1563,32
1564,32
1565,31
1566,32
1567,32
1568,32
1569,31
1570,31
1571,32
1572,37
1573,43
1574,43
1575,43
1576,43
1577,43
1578,43
1579,44
1580,43
1581,43
1582,44
1583,43
1584,43
1585,43
1586,43
1587,43
1588,43
1589,43
1590,44
1591,43
1592,44
1593,43
1594,43
1595,44
1596,44
1597,44
1598,43
1599,43
1600,44
1601,44
1602,43
1603,44
1604,44
1605,43
1606,43
1607,43
1608,43
1609,43
1610,43
1611,43
1612,43
1613,43
1614,43
1615,43
1616,44
1617,43
1618,43
1619,43
1620,43
1621,43
1622,43
1623,37
1624,38
1625,37
1626,37
1627,38
1628,38
1629,37
1630,37
1631,37
1632,37
1633,37
1634,37
1635,37
1636,37
1637,37
1638,37
1639,37
1640,37
1641,37
1642,37
1643,38
1644,38
1645,37
1646,37
1647,37
1648,37
1649,37
1650,37
1651,37
1652,37
1653,37
1654,37
1655,37
1656,37
1657,37
1658,38
1659,37
1660,37
1661,37
1662,37
1663,37
1664,38
1665,37
1666,37
1667,37
1668,37
1669,37
1670,37
1671,38
1672,37
1673,37
1674,37
1675,37
1676,37
1677,37
1678,37
1679,37
1680,37
1681,37
1682,37
1683,37
1684,37
1685,37
1686,37
1687,37
1688,37
1689,37
1690,38
1691,37
1692,37
1693,37
1694,37
1695,37
1696,37
1697,38
1698,37
1699,37
1700,37
1701,37
1702,37
1703,37
1704,37
1705,37
1706,37
1707,38
1708,38
1709,37
1710,31
1711,31
1712,31
1713,31
1714,31
1715,31
1716,31
1717,31
1718,31
1719,31
1720,31
1721,31
1722,31
1723,31
1724,31
1725,31
1726,31
1727,31
1728,31
1729,31
1730,31
1731,31
1732,32
1733,31
1734,31
1735,31
1736,32
1737,31
1738,32
1739,31
1740,31
1741,31
1742,32
1743,31
1744,32
1745,31
1746,31
1747,31
1748,32
1749,32
1750,31
1751,31
1752,32
1753,31
1754,31
1755,31
1756,32
1757,31
1758,31
1759,32
1760,31
1761,31
1762,31
1763,30
1764,31
1765,32
1766,31
1767,31
1768,31
1769,32
1770,31
1771,31
1772,31
1773,31
1774,31
1775,31
1776,31
1777,31
1778,31
1779,31
1780,32
1781,31
1782,32
1783,31
1784,31
1785,31
1786,31
1787,31
1788,31
1789,31
1790,32
1791,32
1792,31
1793,31
1794,31
1795,31
1796,31
1797,31
1798,31
1799,41
1800,43
1801,43
1802,43
1803,44
1804,43
1805,43
1806,44
1807,43
1808,43
1809,43
1810,43
1811,44
1812,43
1813,42
1814,43
1815,43
1816,42
1817,43
1818,43
1819,43
1820,43
1821,42
1822,43
1823,43
1824,43
1825,42
1826,42
1827,43
1828,44
1829,43
1830,43
1831,43
1832,43
1833,43
1834,43
1835,44
1836,43
1837,43
1838,44
1839,43
1840,43
1841,43
1842,43
1843,43
1844,43
1845,43
1846,43
1847,43
1848,43
1849,43
1850,43
1851,43
1852,43
1853,43
1854,43
1855,43
1856,43
1857,43
1858,43
1859,43
1860,43
1861,43
1862,43
1863,43
1864,43
1865,43
1866,43
1867,42
1868,43
1869,43
1870,43
1871,43
1872,43
1873,43
1874,43
1875,44
1876,43
1877,43
1878,43
1879,43
1880,43
1881,43
1882,43
1883,43
1884,43
1885,43
1886,43
1887,43
1888,43
1889,43
1890,43
1891,43
1892,43
1893,43
1894,43
1895,43
1896,43
1897,43
1898,43
1899,43
1900,43
1901,43
1902,43
1903,44
1904,42
1905,43
1906,44
1907,43
1908,43
1909,43
1910,43
1911,44
1912,43
1913,43
1914,43
1915,44
1916,43
1917,43
1918,43
1919,43
1920,42
1921,43
1922,43
1923,43
1924,42
1925,43
1926,43
1927,43
1928,43
1929,43
1930,43
1931,43
1932,43
1933,43
1934,43
1935,43
1936,43
1937,42
1938,43
1939,43
1940,43
1941,43
1942,43
1943,43
1944,43
1945,43
1946,43
1947,43
1948,43
1949,43
1950,43
1951,43
1952,43
1953,43
1954,43
1955,43
1956,43
1957,43
1958,43
1959,43
1960,43
1961,31
1962,31
1963,31
1964,31
1965,31
1966,31
1967,31
1968,31
1969,31
1970,31
1971,31
1972,31
1973,31
1974,31
1975,32
1976,31
1977,31
1978,32
1979,31
1980,31
1981,31
1982,31
1983,38
1984,37
1985,36
1986,37
1987,37
1988,37
1989,37
1990,37
1991,37
1992,37
1993,37
1994,37
1995,36
1996,37
1997,37
1998,37
1999,37
2000,37
2001,38
2002,37
2003,37
2004,37
2005,37
2006,37
2007,37
2008,37
2009,37
2010,37
2011,37
2012,37
2013,37
2014,38
2015,37
2016,37
2017,37
2018,37
2019,37
2020,37
2021,37
2022,38
2023,37
2024,37
2025,37
2026,37
2027,37
2028,37
2029,37
2030,31
2031,31
2032,30
2033,31
2034,31
2035,32
2036,31
2037,31
2038,31
2039,30
2040,31
2041,31
2042,31
2043,30
2044,31
2045,31
2046,30
2047,31
2048,31
2049,31
2050,31
2051,32
2052,31
2053,31
2054,30
2055,31
2056,31
2057,31
2058,32
2059,32
2060,31
2061,31
2062,31
2063,31
2064,31
2065,31
2066,31
2067,31
2068,31
2069,30
2070,31
2071,31
2072,32
2073,31
2074,31
2075,31
2076,31
2077,31
2078,31
2079,31
2080,31
2081,31
2082,31
2083,31
2084,31
2085,31
2086,31
2087,31
2088,31
2089,31
2090,32
2091,31
2092,31
2093,31
2094,31
2095,31
2096,31
2097,31
2098,31
2099,31
2100,31
2101,31
2102,31
2103,31
2104,31
2105,31
2106,31
2107,31
2108,31
2109,31
2110,31
2111,31
2112,31
2113,31
2114,31
2115,32
2116,32
2117,31
2118,37
2119,37
2120,37
2121,36
2122,37
2123,37
2124,37
2125,37
2126,37
2127,37
2128,37
2129,37
2130,37
2131,37
2132,37
2133,36
2134,37
2135,37
2136,37
2137,37
2138,37
2139,37
2140,37
2141,37
2142,37
2143,37
2144,37
2145,37
2146,37
2147,37
2148,37
2149,37
2150,37
2151,37
2152,37
2153,37
2154,37
2155,37
2156,37
2157,37
2158,37
2159,37
2160,37
2161,37
2162,37
2163,37
2164,37
2165,37
2166,37
2167,37
2168,37
2169,37
2170,34
2171,31
2172,31
2173,31
2174,31
2175,31
2176,31
2177,31
2178,31
2179,31
2180,31
2181,31
2182,31
2183,31
2184,31
2185,31
2186,31
2187,31
2188,32
2189,31
2190,31
2191,31
2192,31
2193,32
2194,32
2195,31
2196,31
2197,32
2198,31
2199,31
2200,32
2201,31
2202,31
2203,31
2204,31
2205,31
2206,31
2207,31
2208,31
2209,31
2210,31
2211,31
2212,32
2213,31
2214,31
2215,31
2216,31
2217,31
2218,31
2219,31
2220,31
2221,31
2222,32
2223,31
2224,31
2225,31
2226,32
2227,31
2228,32
2229,31
2230,31
2231,31
2232,32
2233,31
2234,31
2235,31
2236,32
2237,31
2238,31
2239,31
2240,31
2241,31
2242,31
2243,31
2244,31
2245,31
2246,31
2247,31
2248,31
2249,31
2250,31
2251,31
2252,31
2253,31
2254,31
2255,31
2256,31
2257,31
2258,32
2259,31
2260,31
2261,31
2262,31
2263,31
2264,31
2265,31
2266,32
2267,31
2268,32
2269,32
2270,32
2271,31
2272,31
2273,31
2274,31
2275,31
2276,44
2277,43
2278,43
2279,43
2280,43
2281,43
2282,43
2283,43
2284,43
2285,43
2286,43
2287,43
2288,43
2289,43
2290,43
2291,43
2292,43
2293,43
2294,43
2295,43
2296,43
2297,44
2298,43
2299,43
2300,44
2301,43
2302,44
2303,42
2304,43
2305,42
2306,43
2307,43
2308,44
2309,42
2310,43
2311,43
2312,43
2313,43
2314,42
2315,37
2316,37
2317,37
2318,37
2319,37
2320,37
2321,38
2322,37
2323,37
2324,37
2325,37
2326,36
2327,37
2328,37
2329,37
2330,37
2331,37
2332,38
2333,37
2334,37
2335,37
2336,37
2337,37
2338,37
2339,37
2340,37
2341,37
2342,37
2343,37
2344,31
2345,31
2346,31
2347,31
2348,31
2349,31
2350,32
2351,31
2352,31
2353,31
2354,30
2355,31
2356,31
2357,31
2358,31
2359,31
2360,31
2361,31
2362,31
2363,31
2364,31
2365,31
2366,31
2367,31
2368,31
2369,31
2370,31
2371,31
2372,31
2373,31
2374,31
2375,31
2376,31
2377,31
2378,32
2379,31
2380,32
2381,31
2382,31
2383,31
2384,31
2385,31
2386,31
2387,31
2388,31
2389,31
2390,31
2391,31
2392,31
2393,31
2394,31
2395,31
2396,31
2397,31
2398,31
2399,31
2400,31
2401,31
2402,31
2403,31
2404,31
2405,31
2406,31
2407,31
2408,31
2409,31
2410,32
2411,31
2412,31
2413,32
2414,32
2415,31
2416,31
2417,31
2418,31
2419,31
2420,31
2421,30
2422,31
2423,31
2424,31
2425,31
2426,31
2427,31
2428,31
2429,31
2430,31
2431,30
2432,31
2433,31
2434,31
2435,31
2436,31
2437,31
2438,31
2439,30
2440,31
2441,30
2442,31
2443,31
2444,31
2445,32
2446,31
2447,31
2448,32
2449,31
2450,31
2451,31
2452,31
2453,31
2454,31
2455,31
2456,31
2457,31
2458,35
2459,38
2460,37
2461,37
2462,37
2463,37
2464,37
2465,37
2466,37
2467,38
2468,37
2469,37
2470,37
2471,37
2472,37
2473,37
2474,37
2475,37
2476,36
2477,37
2478,37
2479,37
2480,37
2481,37
2482,37
2483,38
2484,38
2485,36
2486,37
2487,37
2488,37
2489,37
2490,37
2491,37
2492,37
2493,37
2494,37
2495,37
2496,37
2497,36
2498,37
2499,37
2500,37
2501,37
2502,38
2503,37
2504,37
2505,37
2506,37
2507,37
2508,37
2509,37
2510,37
2511,37
2512,37
2513,37
2514,37
2515,37
2516,37
2517,37
2518,38
2519,37
2520,37
2521,37
2522,37
2523,37
2524,37
2525,37
2526,38
2527,37
2528,38
2529,37
2530,36
2531,37
2532,38
2533,37
2534,37
2535,37
2536,37
2537,37
2538,37
2539,37
2540,37
2541,37
2542,37
2543,37
2544,37
2545,37
2546,37
2547,37
2548,37
2549,37
2550,37
2551,37
2552,37
2553,37
2554,37
2555,37
2556,37
2557,37
2558,38
2559,37
2560,37
2561,37
2562,37
2563,37
2564,37
2565,37
2566,37
2567,37
2568,37
2569,37
2570,37
2571,37
2572,37
2573,37
2574,37
2575,37
2576,37
2577,37
2578,37
2579,37
2580,38
2581,37
2582,36
2583,37
2584,37
2585,37
2586,37
2587,37
2588,38
2589,37
2590,37
2591,37
2592,37
2593,37
2594,37
2595,37
2596,31
2597,32
2598,31
2599,31
2600,32
2601,31
2602,32
2603,31
2604,31
2605,31
2606,31
2607,31
2608,31
2609,31
2610,31
2611,31
2612,31
2613,31
2614,31
2615,31
2616,31
2617,31
2618,31
2619,31
2620,31
2621,31
2622,41
2623,43
2624,43
2625,43
2626,43
2627,43
2628,42
2629,43
2630,43
2631,43
2632,43
2633,43
2634,43
2635,43
2636,43
2637,41
2638,31
2639,31
2640,31
2641,31
2642,32
2643,31
2644,31
2645,31
2646,31
2647,32
2648,31
2649,32
2650,31
2651,31
2652,31
2653,31
2654,31
2655,31
2656,31
2657,31
2658,31
2659,30
2660,31
2661,31
2662,31
2663,31
2664,31
2665,31
2666,31
2667,32
2668,31
2669,31
2670,31
2671,31
2672,31
2673,31
2674,31
2675,31
2676,31
2677,31
2678,31
2679,31
2680,32
2681,31
2682,31
2683,31
2684,31
2685,31
2686,31
2687,31
2688,31
2689,31
2690,31
2691,31
2692,31
2693,31
2694,31
2695,31
2696,31
2697,31
2698,31
2699,31
2700,38
2701,37
2702,37
2703,37
2704,37
2705,37
2706,37
2707,37
2708,38
2709,37
2710,37
2711,37
2712,37
2713,38
2714,38
2715,37
2716,38
2717,37
2718,37
2719,38
2720,37
2721,38
2722,38
2723,37
2724,37
2725,38
2726,37
2727,38
2728,37
2729,37
2730,37
2731,37
2732,37
2733,37
2734,37
2735,37
2736,38
2737,37
2738,37
2739,37
2740,37
2741,37
2742,37
2743,37
2744,38
2745,37
2746,37
2747,37
2748,37
2749,38
2750,37
2751,38
2752,37
2753,37
2754,37
2755,37
2756,37
2757,37
2758,38
2759,37
2760,43
2761,43
2762,43
2763,43
2764,43
2765,43
2766,43
2767,44
2768,43
2769,43
2770,43
2771,43
2772,43
2773,43
2774,43
2775,44
2776,43
2777,43
2778,43
2779,43
2780,44
2781,43
2782,43
2783,43
2784,43
2785,43
2786,43
2787,43
2788,43
2789,43
2790,43
2791,43
2792,44
2793,43
2794,43
2795,43
2796,43
2797,44
2798,43
2799,43
2800,44
2801,43
2802,43
2803,44
2804,44
2805,43
2806,43
2807,37
2808,37
2809,37
2810,37
2811,37
2812,38
2813,37
2814,37
2815,37
2816,38
2817,37
2818,37
2819,37
2820,37
2821,37
2822,37
2823,37
2824,38
2825,37
2826,37
2827,37
2828,37
2829,37
2830,37
2831,37
2832,37
2833,37
2834,38
2835,38
2836,37
2837,37
2838,37
2839,37
2840,38
2841,37
2842,37
2843,37
2844,37
2845,38
2846,43
2847,43
2848,44
2849,43
2850,43
2851,43
2852,43
2853,42
2854,43
2855,42
2856,43
2857,43
2858,42
2859,43
2860,43
2861,43
2862,43
2863,43
2864,43
2865,43
2866,43
2867,43
2868,43
2869,43
2870,43
2871,43
2872,43
2873,43
2874,44
2875,43
2876,43
2877,43
2878,43
2879,43
2880,43
2881,43
2882,44
2883,43
2884,43
2885,43
2886,43
2887,43
2888,43
2889,43
2890,43
2891,43
2892,43
2893,43
2894,43
2895,35
2896,31
2897,31
2898,31
2899,31
2900,31
2901,31
2902,31
2903,31
2904,32
2905,31
2906,31
2907,31
2908,31
2909,30
2910,30
2911,31
2912,31
2913,31
2914,31
2915,31
2916,31
2917,31
2918,31
2919,31
2920,31
2921,31
2922,31
2923,31
2924,31
2925,31
2926,31
2927,31
2928,31
2929,31
2930,31
2931,31
2932,31
2933,31
2934,31
2935,31
2936,31
2937,31
2938,31
2939,31
2940,31
2941,31
2942,31
2943,31
2944,31
2945,31
2946,31
2947,31
2948,32
2949,31
2950,31
2951,31
2952,30
2953,31
2954,31
2955,31
2956,31
2957,31
2958,31
2959,31
2960,31
2961,31
2962,31
2963,31
2964,31
2965,31
2966,31
2967,31
2968,31
2969,31
2970,31
2971,31
2972,31
2973,31
2974,31
2975,31
2976,31
2977,31
2978,30
2979,31
2980,31
2981,31
2982,31
2983,31
2984,30
2985,30
2986,31
2987,31
2988,31
2989,31
2990,31
2991,31
2992,31
2993,31
