Number of packages received,Response time [ms]
2994,31
2995,31
2996,31
2997,31
2998,31
2999,31
3000,31
3001,32
3002,37
3003,37
3004,37
3005,37
3006,36
3007,37
3008,37
3009,37
3010,37
3011,36
3012,37
3013,37
3014,37
3015,37
3016,37
3017,36
3018,37
3019,37
3020,37
3021,37
3022,37
3023,37
3024,36
3025,37
3026,37
3027,37
3028,38
3029,37
3030,37
3031,37
3032,37
3033,37
3034,36
3035,37
3036,37
3037,37
3038,36
3039,37
3040,37
3041,37
3042,37
3043,38
3044,37
3045,37
3046,37
3047,37
3048,37
3049,38
3050,37
3051,36
3052,37
3053,38
3054,37
3055,37
3056,37
3057,37
3058,37
3059,37
3060,37
3061,37
3062,38
3063,37
3064,37
3065,37
3066,37
3067,37
3068,37
3069,37
3070,31
3071,31
3072,31
3073,31
3074,30
3075,31
3076,31
3077,31
3078,31
3079,31
3080,31
3081,31
3082,32
3083,31
3084,31
3085,31
3086,31
3087,31
3088,31
3089,32
3090,31
3091,32
3092,31
3093,31
3094,31
3095,37
3096,37
3097,37
3098,37
3099,37
3100,37
3101,37
3102,37
3103,37
3104,37
3105,38
3106,37
3107,37
3108,37
3109,37
3110,37
3111,37
3112,37
3113,38
3114,37
3115,36
3116,37
3117,38
3118,37
3119,37
3120,37
3121,37
3122,38
3123,37
3124,37
3125,37
3126,37
3127,38
3128,38
3129,37
3130,37
3131,37
3132,37
3133,37
3134,37
3135,37
3136,37
3137,38
3138,37
3139,37
3140,38
3141,37
3142,37
3143,38
3144,37
3145,38
3146,37
3147,38
3148,37
3149,37
3150,37
3151,38
3152,37
3153,37
3154,37
3155,37
3156,37
3157,38
3158,37
3159,37
3160,37
3161,37
3162,37
3163,36
3164,37
3165,37
3166,37
3167,37
3168,37
3169,37
3170,37
3171,37
3172,36
3173,37
3174,37
3175,39
3176,43
3177,43
3178,43
3179,43
3180,43
3181,43
3182,43
3183,43
3184,43
3185,43
3186,43
3187,44
3188,43
3189,43
3190,44
3191,43
3192,43
3193,43
3194,43
3195,43
3196,43
3197,43
3198,43
3199,43
3200,43
3201,43
3202,43
3203,43
3204,43
3205,43
3206,43
3207,44
3208,43
3209,43
3210,44
3211,43
3212,43
3213,43
3214,43
3215,43
3216,43
3217,43
3218,44
3219,43
3220,43
3221,43
3222,43
3223,43
3224,43
3225,43
3226,43
3227,43
3228,43
3229,43
3230,43
3231,43
3232,43
3233,43
3234,43
3235,44
3236,43
3237,43
3238,43
3239,43
3240,43
3241,43
3242,42
3243,43
3244,43
3245,42
3246,43
3247,43
3248,43
3249,44
3250,43
3251,43
3252,43
3253,43
3254,43
3255,43
3256,43
3257,43
3258,43
3259,43
3260,43
3261,43
3262,43
3263,44
3264,43
3265,43
3266,43
3267,43
3268,44
3269,43
3270,43
3271,44
3272,43
3273,43
3274,43
3275,43
3276,43
3277,43
3278,43
3279,43
3280,43
3281,43
3282,43
3283,43
3284,43
3285,43
3286,44
3287,43
3288,43
3289,43
3290,43
3291,43
3292,43
3293,43
3294,43
3295,43
3296,44
3297,31
3298,31
3299,31
3300,31
3301,32
3302,31
3303,31
3304,31
3305,31
3306,31
3307,31
3308,31
3309,31
3310,31
3311,31
3312,31
3313,31
3314,31
3315,31
3316,31
3317,31
3318,31
3319,31
3320,31
3321,32
3322,31
3323,31
3324,31
3325,31
3326,31
3327,31
3328,31
3329,31
3330,31
3331,31
3332,31
3333,31
3334,31
3335,31
3336,31
3337,31
3338,31
3339,31
3340,31
3341,31
3342,31
3343,31
3344,31
3345,31
3346,31
3347,31
3348,31
3349,31
3350,31
3351,31
3352,31
3353,32
3354,31
3355,31
3356,31
3357,31
3358,31
3359,31
3360,31
3361,31
3362,31
3363,31
3364,31
3365,31
3366,31
3367,31
3368,31
3369,31
3370,31
3371,31
3372,31
3373,31
3374,31
3375,31
3376,31
3377,31
3378,31
3379,31
3380,31
3381,31
3382,31
3383,31
3384,31
3385,31
3386,31
3387,31
3388,31
3389,31
3390,32
3391,31
3392,30
3393,32
3394,31
3395,31
3396,31
3397,31
3398,31
3399,31
3400,31
3401,31
3402,31
3403,31
3404,32
3405,31
3406,31
3407,32
3408,31
3409,31
3410,31
3411,31
3412,31
3413,31
3414,31
3415,31
3416,31
3417,31
3418,31
3419,31
3420,31
3421,31
3422,32
3423,31
3424,31
3425,31
3426,31
3427,31
3428,31
3429,31
3430,31
3431,31
3432,31
3433,31
3434,31
3435,31
3436,31
3437,32
3438,31
3439,32
3440,31
3441,31
3442,30
3443,31
3444,32
3445,31
3446,32
3447,32
3448,31
3449,30
3450,32
3451,31
3452,31
3453,31
3454,31
3455,31
3456,31
3457,31
3458,31
3459,31
3460,31
3461,31
3462,35
3463,43
3464,43
3465,43
3466,43
3467,43
3468,43
3469,43
3470,43
3471,43
3472,44
3473,43
3474,44
3475,43
3476,44
3477,43
3478,43
3479,43
3480,43
3481,43
3482,43
3483,43
3484,43
3485,43
3486,43
3487,43
3488,43
3489,43
3490,43
3491,43
3492,43
3493,44
3494,43
3495,43
3496,43
3497,43
3498,43
3499,43
3500,43
3501,43
3502,43
3503,43
3504,43
3505,43
3506,43
3507,43
3508,44
3509,43
3510,43
3511,44
3512,43
3513,43
3514,43
3515,31
3516,31
3517,31
3518,32
3519,31
3520,31
3521,31
3522,31
3523,31
3524,31
3525,31
3526,31
3527,32
3528,31
3529,31
3530,31
3531,31
3532,31
3533,32
3534,31
3535,31
3536,32
