Packages received with success,Response time [ms]
294,68
295,62
296,63
297,71
298,79
299,72
300,71
301,78
302,72
303,72
304,71
305,72
306,79
307,70
308,62
309,63
310,68
311,62
312,62
313,62
314,62
315,68
316,62
317,62
318,62
319,62
320,62
321,62
322,62
323,62
324,62
325,62
326,68
327,52
328,52
329,52
330,52
331,52
332,52
333,57
334,52
335,52
336,51
337,52
338,57
339,52
340,52
341,52
342,52
343,52
344,52
345,52
346,57
347,52
348,52
349,53
350,52
351,57
352,52
353,52
354,52
355,58
356,51
357,51
358,52
359,52
360,51
361,51
362,51
363,51
364,51
365,52
366,57
367,52
368,52
369,52
370,52
371,57
372,51
373,51
374,56
375,51
376,52
377,51
378,57
379,51
380,52
381,51
382,57
383,52
384,52
385,52
386,57
387,52
388,52
389,52
390,52
391,62
392,62
393,62
394,68
395,62
396,62
397,62
398,68
399,62
400,62
401,62
402,62
403,72
404,72
405,72
406,72
407,72
408,79
409,72
410,72
411,72
412,71
413,72
414,71
415,72
416,72
417,72
418,72
419,72
420,79
421,72
422,72
423,72
424,79
425,72
426,72
427,72
428,79
429,72
430,72
431,72
432,79
433,72
434,72
435,71
436,80
437,72
438,72
439,71
440,72
441,79
442,71
443,71
444,72
445,79
446,72
447,72
448,72
449,80
450,72
451,71
452,72
453,79
454,72
455,72
456,72
457,79
458,73
459,72
460,72
461,71
462,79
463,73
464,72
465,72
466,71
467,78
468,72
469,51
470,52
471,57
472,52
473,52
474,52
475,52
476,51
477,52
478,57
479,51
480,52
481,52
482,57
483,52
484,52
485,51
486,57
487,52
488,52
489,52
490,52
491,57
492,52
493,52
494,52
495,52
496,57
497,51
498,52
499,52
500,52
501,57
502,52
503,52
504,51
505,52
506,57
507,52
508,51
509,52
510,58
511,52
512,52
513,52
514,57
515,53
516,52
517,52
518,51
519,57
520,53
521,52
522,51
523,51
524,57
525,52
526,51
527,51
528,57
529,52
530,52
531,52
532,52
533,51
534,57
535,52
536,52
537,52
538,57
539,52
540,52
541,51
542,52
543,57
544,52
545,52
546,51
547,52
548,66
549,72
550,72
551,72
552,71
553,80
554,72
555,71
556,79
557,72
558,72
559,72
560,73
561,79
562,71
563,71
564,72
565,78
566,72
567,72
568,72
569,71
570,79
571,72
572,72
573,71
574,72
575,72
576,71
577,72
578,79
579,72
580,62
581,61
582,69
583,62
584,62
585,62
586,62
587,68
588,62
589,62
590,62
591,68
592,62
593,62
594,62
595,62
596,68
597,62
598,68
599,62
600,62
601,69
602,61
603,61
604,62
605,62
606,62
607,62
608,62
609,68
610,62
611,72
612,72
613,79
614,71
615,72
616,73
617,79
618,72
619,71
620,72
621,72
622,79
623,72
624,72
625,72
626,79
627,72
628,72
629,72
630,72
631,79
632,72
633,72
634,72
635,79
636,71
637,71
638,72
639,71
640,80
641,72
642,52
643,57
644,52
645,51
646,52
647,56
648,52
649,52
650,52
651,52
652,57
653,51
654,51
655,52
656,57
657,52
658,52
659,52
660,58
661,52
662,57
663,52
664,51
665,52
666,51
667,57
668,52
669,52
670,51
671,52
672,57
673,52
674,52
675,52
676,52
677,52
678,52
679,52
680,52
681,56
682,51
683,51
684,51
685,51
686,56
687,52
688,51
689,51
690,52
691,51
692,51
693,51
694,57
695,51
696,60
697,62
698,62
699,62
700,62
701,67
702,61
703,62
704,62
705,69
706,62
707,62
708,62
709,62
710,68
711,61
712,61
713,62
714,68
715,62
716,62
717,62
718,62
719,68
720,62
721,61
722,62
723,62
724,62
725,62
726,62
727,68
728,62
729,62
730,62
731,62
732,68
733,62
734,62
735,62
736,68
737,62
738,61
739,68
740,62
741,61
742,68
743,61
744,61
745,62
746,68
747,62
748,61
749,63
750,62
751,68
752,62
753,62
754,61
755,62
756,68
757,62
758,62
759,68
760,61
761,61
762,62
763,68
764,62
765,62
766,62
767,68
768,62
769,62
770,61
771,62
772,67
773,62
774,62
775,67
776,62
777,62
778,62
779,68
780,62
781,62
782,61
783,62
784,61
785,61
786,61
787,61
788,67
789,62
790,62
791,62
792,61
793,62
794,62
795,68
796,62
797,61
798,61
799,62
800,71
801,72
802,72
803,79
804,72
805,71
806,71
807,72
808,66
809,52
810,57
811,51
812,52
813,57
814,52
815,52
816,57
817,52
818,52
819,52
820,51
821,57
822,52
823,52
824,52
825,57
826,51
827,51
828,57
829,51
830,52
831,61
832,68
833,62
834,61
835,61
836,62
837,68
838,62
839,62
840,61
841,68
842,61
843,62
844,62
845,62
846,68
847,62
848,62
849,68
850,62
851,62
852,62
853,68
854,62
855,62
856,61
857,68
858,62
859,62
860,61
861,62
862,68
863,62
864,62
865,62
866,62
867,63
868,51
869,57
870,52
871,52
872,52
873,52
874,52
875,57
876,52
877,52
878,52
879,52
880,57
881,52
882,52
883,52
884,57
885,51
886,52
887,51
888,52
889,57
890,52
891,52
892,52
893,57
894,52
895,52
896,52
897,57
898,52
899,52
900,52
901,51
902,52
903,52
904,57
905,52
906,51
907,57
908,51
909,52
910,51
911,52
912,57
913,52
914,51
915,52
916,52
917,52
918,57
919,52
920,51
921,57
922,51
923,51
924,52
925,51
926,56
927,52
928,52
929,52
930,56
931,52
932,51
933,52
934,52
935,57
936,52
937,52
938,51
939,57
940,52
941,52
942,51
943,52
944,57
945,52
946,52
947,51
948,52
949,57
950,52
951,52
952,52
953,57
954,52
955,52
956,52
957,56
958,51
959,51
960,51
961,56
962,51
963,52
964,51
965,51
966,57
967,52
968,52
969,51
970,52
971,57
972,52
973,52
974,67
975,60
976,60
977,62
978,67
979,61
980,61
981,61
982,61
983,68
984,61
985,62
986,61
987,68
988,62
989,62
990,67
991,61
992,61
993,62
994,62
995,68
996,62
997,62
998,68
999,61
1000,62
1001,68
1002,62
1003,62
1004,68
1005,62
1006,61
1007,62
1008,68
1009,62
1010,62
1011,61
1012,62
1013,68
1014,62
1015,71
1016,72
1017,78
1018,72
1019,71
1020,72
1021,79
1022,72
1023,72
1024,72
1025,71
1026,78
1027,71
1028,71
1029,72
1030,71
1031,71
1032,72
1033,71
1034,78
1035,72
1036,72
1037,72
1038,79
1039,71
1040,72
1041,72
1042,79
1043,71
1044,72
1045,72
1046,79
1047,72
1048,72
1049,72
1050,72
1051,79
1052,72
1053,71
1054,72
1055,72
1056,72
1057,52
1058,51
1059,52
1060,51
1061,51
1062,56
1063,52
1064,51
1065,56
1066,51
1067,51
1068,52
1069,57
1070,51
1071,52
1072,52
1073,52
1074,57
1075,51
1076,52
1077,51
1078,51
1079,57
1080,52
1081,52
1082,52
1083,52
1084,57
1085,52
1086,51
1087,51
1088,51
1089,57
1090,51
1091,52
1092,52
1093,51
1094,52
1095,51
1096,52
1097,57
1098,51
1099,52
1100,52
1101,52
1102,52
1103,57
1104,52
1105,51
1106,52
1107,57
1108,52
1109,51
1110,56
1111,68
1112,62
1113,62
1114,62
1115,62
1116,68
1117,62
1118,62
1119,67
1120,61
1121,62
1122,62
1123,68
1124,62
1125,62
1126,63
1127,61
1128,69
1129,61
1130,62
1131,62
1132,61
1133,68
1134,62
1135,56
1136,52
1137,57
1138,51
1139,52
1140,52
1141,57
1142,52
1143,52
1144,52
1145,52
1146,57
1147,52
1148,52
1149,52
1150,52
1151,51
1152,51
1153,52
1154,51
1155,52
1156,57
1157,52
1158,51
1159,52
1160,52
1161,51
1162,52
1163,57
1164,51
1165,52
1166,51
1167,51
1168,52
1169,51
1170,56
1171,52
1172,52
1173,52
1174,52
1175,56
1176,52
1177,52
1178,52
1179,52
1180,52
1181,51
1182,51
1183,51
1184,57
1185,52
1186,52
1187,52
1188,52
1189,51
1190,57
1191,51
1192,52
1193,52
1194,52
1195,51
1196,52
1197,52
1198,52
1199,57
1200,51
1201,51
1202,56
1203,52
1204,52
1205,51
1206,57
1207,52
1208,51
1209,51
1210,51
1211,51
1212,51
1213,56
1214,51
1215,52
1216,51
1217,52
1218,51
1219,51
1220,52
1221,57
1222,52
1223,51
1224,52
1225,52
1226,57
1227,51
1228,52
1229,52
1230,56
1231,52
1232,52
1233,51
1234,52
1235,57
1236,52
1237,52
1238,52
1239,51
1240,52
1241,51
1242,52
1243,51
1244,57
1245,51
1246,52
1247,51
1248,52
1249,56
1250,52
1251,52
1252,51
1253,57
1254,52
1255,52
1256,52
1257,51
1258,51
1259,53
1260,52
1261,56
1262,52
1263,51
1264,52
1265,52
1266,57
1267,51
1268,51
1269,57
1270,51
1271,51
1272,52
1273,52
1274,51
1275,52
1276,51
1277,52
1278,52
1279,52
1280,57
1281,51
1282,52
1283,57
1284,52
1285,51
1286,52
1287,52
1288,57
1289,52
1290,61
1291,61
1292,62
1293,68
1294,62
1295,61
1296,62
1297,61
1298,62
1299,62
1300,62
1301,62
1302,68
1303,62
1304,62
1305,62
1306,62
1307,62
1308,62
1309,62
1310,67
1311,62
1312,62
1313,62
1314,62
1315,68
1316,62
1317,62
1318,62
1319,61
1320,61
1321,62
1322,62
1323,62
1324,62
1325,55
1326,57
1327,52
1328,52
1329,52
1330,57
1331,52
1332,52
1333,52
1334,52
1335,57
1336,52
1337,52
1338,52
1339,52
1340,57
1341,52
1342,51
1343,52
1344,56
1345,52
1346,52
1347,52
1348,57
1349,52
1350,52
1351,52
1352,57
1353,52
1354,52
1355,56
1356,52
1357,57
1358,52
1359,52
1360,52
1361,57
1362,52
1363,52
1364,52
1365,52
1366,56
1367,51
1368,52
1369,52
1370,52
1371,51
1372,52
1373,52
1374,52
1375,51
1376,52
1377,57
1378,52
1379,51
1380,52
1381,62
1382,79
1383,71
1384,72
1385,78
1386,71
1387,72
1388,72
1389,72
1390,71
1391,62
1392,62
1393,62
1394,62
1395,68
1396,62
1397,61
1398,62
1399,68
1400,61
1401,62
1402,61
1403,62
1404,62
1405,61
1406,61
1407,68
1408,62
1409,61
1410,67
1411,61
1412,62
1413,62
1414,62
1415,68
1416,62
1417,62
1418,61
1419,68
1420,62
1421,61
1422,61
1423,68
1424,61
1425,61
1426,61
1427,62
1428,61
1429,62
1430,61
1431,67
1432,61
1433,62
1434,62
1435,61
1436,68
1437,56
1438,52
1439,52
1440,56
1441,52
1442,51
1443,52
1444,52
1445,52
1446,51
1447,51
1448,57
1449,52
1450,52
1451,57
1452,51
1453,52
1454,51
1455,56
1456,52
1457,51
1458,52
1459,52
1460,57
1461,52
1462,51
1463,52
1464,52
1465,52
1466,52
1467,52
1468,57
1469,52
1470,51
1471,53
1472,62
1473,67
1474,62
1475,62
1476,62
1477,61
1478,68
1479,62
1480,62
1481,68
1482,61
1483,61
1484,61
1485,68
1486,62
1487,61
1488,68
1489,62
1490,61
1491,68
1492,62
1493,62
1494,62
1495,61
1496,67
1497,62
1498,62
1499,62
1500,68
1501,61
1502,62
1503,62
1504,68
1505,61
1506,62
1507,61
1508,61
1509,68
1510,62
1511,62
1512,62
1513,68
1514,61
1515,62
1516,62
1517,62
1518,67
1519,61
1520,68
1521,61
1522,61
1523,68
1524,61
1525,62
1526,61
1527,62
1528,62
1529,68
1530,62
1531,61
1532,62
1533,67
1534,62
1535,62
1536,62
1537,62
1538,68
1539,62
1540,62
1541,61
1542,61
1543,62
1544,62
1545,68
1546,62
1547,61
1548,61
1549,62
1550,68
1551,62
1552,62
1553,62
1554,61
1555,68
1556,62
1557,62
1558,62
1559,62
1560,68
1561,62
1562,72
1563,72
1564,72
1565,72
1566,72
1567,79
1568,71
1569,71
1570,72
1571,79
1572,71
1573,72
1574,71
1575,79
1576,72
1577,72
1578,72
1579,72
1580,79
1581,71
1582,72
1583,71
1584,71
1585,79
1586,72
1587,72
1588,72
1589,72
1590,71
1591,71
1592,72
1593,72
1594,80
1595,67
1596,52
1597,51
1598,52
1599,52
1600,57
1601,52
1602,51
1603,57
1604,51
1605,52
1606,52
1607,58
1608,52
1609,52
1610,52
1611,52
1612,52
1613,51
1614,57
1615,52
1616,52
1617,52
1618,57
1619,52
1620,51
1621,52
1622,52
1623,56
1624,52
1625,51
1626,52
1627,57
1628,61
1629,61
1630,61
1631,62
1632,68
1633,61
1634,62
1635,62
1636,62
1637,68
1638,62
1639,62
1640,62
1641,62
1642,68
1643,62
1644,61
1645,61
1646,67
1647,62
1648,62
1649,62
1650,61
1651,61
1652,61
1653,62
1654,61
1655,67
1656,60
1657,62
1658,62
1659,61
1660,67
1661,61
1662,61
1663,61
1664,61
1665,67
1666,62
1667,67
1668,61
1669,61
1670,62
1671,62
1672,68
1673,62
1674,61
1675,62
1676,68
1677,62
1678,61
1679,62
1680,67
1681,62
1682,62
1683,62
1684,62
1685,62
1686,61
1687,61
1688,62
1689,61
1690,62
1691,62
1692,62
1693,62
1694,62
1695,68
1696,62
1697,62
1698,61
1699,68
1700,61
1701,62
1702,68
1703,62
1704,61
1705,61
1706,68
1707,62
1708,62
1709,68
1710,62
1711,61
1712,61
1713,62
1714,61
1715,61
1716,62
1717,68
1718,61
1719,62
1720,61
1721,68
1722,62
1723,62
1724,61
1725,68
1726,61
1727,62
1728,62
1729,68
1730,61
1731,61
1732,62
1733,61
1734,68
1735,61
1736,62
1737,62
1738,68
1739,61
1740,62
1741,61
1742,67
1743,62
1744,62
1745,61
1746,61
1747,68
1748,61
1749,62
1750,62
1751,68
1752,61
1753,62
1754,61
1755,62
1756,68
1757,62
1758,62
1759,62
1760,61
1761,68
1762,62
1763,62
1764,62
1765,62
1766,68
1767,52
1768,52
1769,51
1770,56
1771,52
1772,51
1773,52
1774,52
1775,57
1776,51
1777,52
1778,51
1779,52
1780,57
1781,52
1782,52
1783,52
1784,52
1785,51
1786,51
1787,52
1788,56
1789,51
1790,52
1791,52
1792,56
1793,52
1794,51
1795,51
1796,51
1797,51
1798,51
1799,51
1800,52
1801,52
1802,52
1803,52
1804,57
1805,51
1806,52
1807,52
1808,52
1809,57
1810,52
1811,52
1812,52
1813,52
1814,56
1815,51
1816,51
1817,52
1818,52
1819,52
1820,52
1821,52
1822,52
1823,51
1824,57
1825,52
1826,52
1827,52
1828,52
1829,57
1830,52
1831,52
1832,52
1833,51
1834,57
1835,52
1836,52
1837,52
1838,57
1839,52
1840,51
1841,52
1842,57
1843,51
1844,52
1845,52
1846,56
1847,52
1848,52
1849,61
1850,61
1851,68
1852,61
1853,61
1854,61
1855,62
1856,67
1857,61
1858,62
1859,67
1860,62
1861,61
1862,61
1863,62
1864,67
1865,61
1866,62
1867,62
1868,68
1869,62
1870,62
1871,62
1872,62
1873,68
1874,62
1875,62
1876,62
1877,62
1878,68
1879,62
1880,62
1881,61
1882,62
1883,67
1884,62
1885,61
1886,61
1887,61
1888,68
1889,62
1890,62
1891,62
1892,68
1893,61
1894,62
1895,62
1896,62
1897,68
1898,62
1899,62
1900,68
1901,62
1902,62
1903,62
1904,62
1905,68
1906,62
1907,62
1908,61
1909,61
1910,68
1911,51
1912,51
1913,52
1914,52
1915,57
1916,51
1917,51
1918,52
1919,52
1920,57
1921,52
1922,52
1923,51
1924,57
1925,52
1926,51
1927,52
1928,57
1929,52
1930,52
1931,52
1932,57
1933,52
1934,51
1935,57
1936,51
1937,52
1938,52
1939,52
1940,57
1941,52
1942,52
1943,57
1944,52
1945,59
1946,61
1947,68
1948,62
1949,62
1950,62
1951,68
1952,62
1953,62
1954,62
1955,68
1956,61
1957,62
1958,62
1959,61
1960,68
1961,62
1962,62
1963,62
1964,61
1965,67
1966,62
1967,62
1968,62
1969,68
1970,62
1971,62
1972,61
1973,62
1974,67
1975,62
1976,62
1977,62
1978,68
1979,62
1980,62
1981,62
1982,62
1983,68
1984,62
1985,62
1986,61
1987,62
1988,62
1989,62
1990,62
1991,62
1992,62
1993,62
1994,68
1995,62
1996,62
1997,62
1998,68
1999,62
2000,62
2001,68
2002,62
2003,61
2004,62
2005,62
2006,68
2007,62
2008,61
2009,62
2010,68
2011,62
2012,62
2013,62
2014,62
2015,68
2016,62
2017,62
2018,61
2019,68
2020,53
2021,52
2022,52
2023,57
2024,51
2025,52
2026,52
2027,57
2028,52
2029,51
2030,52
2031,51
2032,57
2033,52
2034,52
2035,52
2036,52
2037,57
2038,52
2039,52
2040,52
2041,51
2042,57
2043,52
2044,52
2045,52
2046,57
2047,52
2048,57
2049,51
2050,52
2051,52
2052,51
2053,57
2054,51
2055,52
2056,51
2057,52
2058,57
2059,51
2060,52
2061,52
2062,57
2063,52
2064,57
2065,52
2066,51
2067,52
2068,51
2069,57
2070,52
2071,52
2072,52
2073,56
2074,52
2075,52
2076,52
2077,57
2078,51
2079,52
2080,51
2081,52
2082,57
2083,51
2084,52
2085,52
2086,56
2087,52
2088,52
2089,52
2090,57
2091,52
2092,52
2093,52
2094,57
2095,52
2096,72
2097,71
2098,72
2099,72
2100,72
2101,72
2102,79
2103,72
2104,71
2105,72
2106,71
2107,79
2108,72
2109,71
2110,71
2111,72
2112,79
2113,72
2114,71
2115,72
2116,79
2117,72
2118,72
2119,72
2120,71
2121,79
2122,72
2123,72
2124,72
2125,72
2126,79
2127,72
2128,72
2129,72
2130,72
2131,79
2132,72
2133,72
2134,79
2135,71
2136,72
2137,72
2138,72
2139,79
2140,72
2141,71
2142,72
2143,72
2144,79
2145,72
2146,72
2147,72
2148,72
2149,79
2150,72
2151,71
2152,72
2153,72
2154,72
2155,72
2156,72
2157,72
2158,79
2159,71
2160,72
2161,72
2162,57
2163,52
2164,57
2165,52
2166,51
2167,51
2168,52
2169,57
2170,52
2171,52
2172,52
2173,52
2174,57
2175,51
2176,52
2177,52
2178,57
2179,52
2180,52
2181,52
2182,52
2183,52
2184,52
2185,51
2186,56
2187,51
2188,51
2189,51
2190,52
2191,57
2192,51
2193,51
2194,51
2195,52
2196,52
2197,51
2198,52
2199,57
2200,51
2201,52
2202,52
2203,57
2204,52
2205,52
2206,57
2207,52
2208,52
2209,51
2210,52
2211,71
2212,72
2213,72
2214,71
2215,79
2216,72
2217,71
2218,79
2219,71
2220,71
2221,72
2222,72
2223,72
2224,72
2225,72
2226,78
2227,72
2228,72
2229,71
2230,72
2231,79
2232,72
2233,72
2234,79
2235,71
2236,72
2237,72
2238,80
2239,72
2240,72
2241,71
2242,72
2243,78
2244,72
2245,72
2246,72
2247,72
2248,72
2249,72
2250,72
2251,79
2252,72
2253,72
2254,71
2255,72
2256,79
2257,72
2258,71
2259,61
2260,68
2261,62
2262,62
2263,61
2264,61
2265,67
2266,62
2267,62
2268,62
2269,62
2270,68
2271,61
2272,68
2273,61
2274,62
2275,61
2276,61
2277,68
2278,62
2279,61
2280,61
2281,61
2282,68
2283,62
2284,62
2285,61
2286,67
2287,61
2288,62
2289,61
2290,62
2291,62
2292,62
2293,67
2294,62
2295,62
2296,62
2297,68
2298,62
2299,62
2300,62
2301,62
2302,68
2303,61
2304,61
2305,62
2306,68
2307,62
2308,62
2309,62
2310,62
2311,62
2312,62
2313,68
2314,62
2315,62
2316,62
2317,61
2318,68
2319,62
2320,62
2321,62
2322,68
2323,62
2324,62
2325,68
2326,61
2327,62
2328,62
2329,68
2330,61
2331,62
2332,61
2333,62
2334,62
2335,62
2336,62
2337,62
2338,68
2339,62
2340,62
2341,62
2342,68
2343,61
2344,61
2345,68
2346,61
2347,62
2348,68
2349,62
2350,62
2351,62
2352,68
2353,62
2354,62
2355,62
2356,68
2357,62
2358,62
2359,56
2360,57
2361,52
2362,52
2363,52
2364,57
2365,52
2366,52
2367,52
2368,52
2369,57
2370,52
2371,51
2372,52
2373,57
2374,52
2375,52
2376,52
2377,57
2378,52
2379,51
2380,51
2381,57
2382,52
2383,51
2384,51
2385,52
2386,56
2387,51
2388,52
2389,52
2390,51
2391,57
2392,51
2393,52
2394,56
2395,52
2396,52
2397,51
2398,52
2399,57
2400,51
2401,52
2402,51
2403,57
2404,52
2405,52
2406,52
2407,51
2408,56
2409,52
2410,52
2411,52
2412,52
2413,57
2414,52
2415,52
2416,52
2417,57
2418,51
2419,52
2420,52
2421,52
2422,57
2423,52
2424,52
2425,52
2426,52
2427,57
2428,52
2429,52
2430,56
2431,56
2432,61
2433,68
2434,62
2435,62
2436,62
2437,62
2438,68
2439,62
2440,62
2441,62
2442,68
2443,62
2444,62
2445,62
2446,62
2447,62
2448,62
2449,68
2450,61
2451,62
2452,62
2453,68
2454,62
2455,62
2456,68
2457,62
2458,62
2459,61
2460,62
2461,62
2462,62
2463,52
2464,57
2465,52
2466,52
2467,52
2468,57
2469,52
2470,52
2471,51
2472,51
2473,57
2474,51
2475,52
2476,52
2477,57
2478,52
2479,52
2480,51
2481,52
2482,57
2483,52
2484,52
2485,51
2486,57
2487,52
2488,68
2489,62
2490,62
2491,62
2492,62
2493,68
2494,61
2495,62
2496,62
2497,68
2498,62
2499,62
2500,62
2501,68
2502,62
2503,61
2504,61
2505,68
2506,62
2507,61
2508,61
2509,68
2510,62
2511,62
2512,62
2513,62
2514,68
2515,62
2516,62
2517,62
2518,62
2519,62
2520,62
2521,62
2522,68
2523,68
2524,72
2525,79
2526,72
2527,80
2528,72
2529,72
2530,72
2531,71
2532,79
2533,72
2534,72
2535,72
2536,71
2537,71
2538,72
2539,72
2540,79
2541,72
2542,72
2543,72
